Term,NES,FDR,pval,Lead_genes,metric,gene_set_db
Regulation Of Chromosome Organization (GO:0033044),1.6138383654218411,0.3971113910803781,0.021032504780114723,UCHL5;XRCC5;NSMCE3;SMC6;HNRNPD;INO80D;HDAC8;SMG1;INO80B;RUVBL1,wald_stat,GO_Biological_Process_2023
Glycosaminoglycan Biosynthetic Process (GO:0006024),-1.6122808685024668,0.5559603888358361,0.00823045267489712,CHST7;CHSY1;B3GNT7;B3GNT2;SLC35D2;B4GALT4;UST;B3GALT6;EXT1;XYLT1,wald_stat,GO_Biological_Process_2023
Negative Regulation Of Protein Polymerization (GO:0032272),-1.6102747919186218,0.5415173978288473,0.025477707006369428,MAPRE1;TWF1;SSH1;TWF2;PFN1;TBCD;STMN1,wald_stat,GO_Biological_Process_2023
Cellular Respiration (GO:0045333),-1.6052096196228742,0.5397931176010363,0.006237006237006237,NDUFB7;NDUFA1;NDUFC2;UQCR11;UQCRFS1;ME3;NDUFA13;COX7B;SDHB;NDUFB6;NDUFB1;NDUFA12;NDUFB8;COX5B;NDUFA4;COX6A1;SURF1;UQCRQ;NDUFA10;CHCHD5;NDUFB11;NDUFS6;COX8A;NDUFA9;NDUFS3;SDHA;UQCRC1;COX7A2;NDUFB9;NDUFA5;NDUFS8,wald_stat,GO_Biological_Process_2023
Negative Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901020),1.6006926190364898,0.4253908906323213,0.020833333333333332,PPP3CB;PPP3CC;THADA;UBQLN1;PPP3R1,wald_stat,GO_Biological_Process_2023
Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900024),-1.5983240617406214,0.5460851898880296,0.03024193548387097,CDC42;ARHGEF7;RAC1;CALR;ACTN4;DMTN;S100A10;TESK1;P4HB;TRIOBP,wald_stat,GO_Biological_Process_2023
Import Into Nucleus (GO:0051170),1.596402377286823,0.42660591739551196,0.0055762081784386614,KPNB1;PPP1R10;STK4;KPNA3;STAT3;NUP62;NUP50;HIKESHI;PHB2;EIF4ENIF1;CSE1L;RAN;IPO9;IPO8;HTATIP2;IPO5;APPL1,wald_stat,GO_Biological_Process_2023
Peptide Biosynthetic Process (GO:0043043),1.5911168498322812,0.4311730323309264,0.0018867924528301887,MRPS7;TNIP1;DARS1;COPS5;EEF1A1;MRPL3;MRPS33;SRBD1;SARS1;MRPL34;MRPS18C;PCSK5;EIF4G1;MRPL41;EIF4EBP2;MRRF;GSPT1;MRPL18;MRPS18B;MRPL27;MRPS14;MRPL36,wald_stat,GO_Biological_Process_2023
mRNA Processing (GO:0006397),-1.5872045948818914,0.5729933078195805,0.001,U2AF2;SF3B6;RBM8A;ALYREF;FRG1;CRNKL1;SRSF10;MAGOH;RBM5;PRPF18;SNRNP27;CWC25;PHF5A;SNW1;CWC15;BUD31;SYF2;EFTUD2;TRA2B;ERN1;SLU7;CPSF7;HEXIM1;SNRPB2;HNRNPH1;PRKACA;DDX39A;RAMAC;RNPS1;RNMT;PIN1;CTNNBL1;NCBP1;TFIP11;SRSF9;DHX8;SNRPD1;NUDT21;FBXO11;SRSF5;ALKBH5;SRSF2,wald_stat,GO_Biological_Process_2023
Positive Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:1905168),1.5710064356196438,0.48859088160326847,0.016129032258064516,HDGFL2;MORF4L2;BRD8;TRRAP;EP400;PARP1;RUVBL1;ACTR2;MORF4L1;WRAP53;HELQ;ARID2;TIMELESS;MRGBP;ACTL6A;EPC2;ERCC6;VPS72;DMAP1,wald_stat,GO_Biological_Process_2023
